index,x0,y0,x1,y1,width,height
0,-341.0861,324.5716,983.7905,690.1474000000001,1324.8766,365.5758000000001
1,-569.7291,-323.7323,475.1620999999999,484.1522,1044.8912,807.8845
2,-549.0562,-300.1685,1913.4615,869.6079000000001,2462.5177,1169.7764000000002
3,235.9785,332.99739999999997,957.3305,893.2302999999999,721.3520000000001,560.2329
4,344.073,-66.65129999999999,1149.9416,490.70140000000004,805.8686000000001,557.3527
5,864.0557,-68.0846,1927.5668,490.9941,1063.5111000000002,559.0787
