index,x0,y0,x1,y1,width,height
0,95.6018,809.2742,497.3426,1161.3206,401.74080000000004,352.04640000000006
1,147.5498,431.7756,470.2744,762.9955,322.7246,331.2199
2,146.3326,62.7606,469.2826,393.8779,322.95,331.1173
3,549.7008999999999,809.2263,951.8123,1161.5228,402.1114000000001,352.2964999999999
4,548.7138,1201.7147,1080.377,1555.0088,531.6632,353.29410000000007
